Gambar Digit Tulisan Tangan Anda,Hasil Prediksi,timestamp
"{""background"": "".gradio/flagged/Gambar Digit Tulisan Tangan Anda/06dd468705c8f800aeb1/background.png"", ""layers"": ["".gradio/flagged/Gambar Digit Tulisan Tangan Anda/c1df075dcafbb1809b14/layer_0.png""], ""composite"": "".gradio/flagged/Gambar Digit Tulisan Tangan Anda/934b097c9618d5b3b9d9/composite.png"", ""id"": null}","{""label"": null, ""confidences"": null}",2025-07-05 09:43:09.548521
